44.0,1590.0,115.308
35.0,1460.0,73.538
87.0,1657.0,95.633
41.0,1657.0,17.898
86.0,1590.0,127.923
55.0,1534.0,169.846
59.0,1460.0,172.462
2.0,1590.0,137.308
30.0,1534.0,75.615
39.0,1617.0,119.589
33.0,1617.0,127.793
3.0,1657.0,15.329
48.0,1534.0,91.0
19.0,1460.0,104.769
68.0,1460.0,141.385
75.0,1590.0,159.923
38.0,1534.0,99.923
38.0,1657.0,14.064
77.0,1460.0,71.923
18.0,1657.0,9.003
67.0,1460.0,162.077
83.0,1617.0,45.438
42.0,1617.0,107.588
21.0,1534.0,13.538
23.0,1617.0,151.492
59.0,1617.0,77.746
53.0,1534.0,101.385
9.0,1534.0,41.538
88.0,1617.0,41.52
40.0,1460.0,94.846
80.0,1460.0,18.538
46.0,1534.0,184.385
2.0,1460.0,140.846
56.0,1590.0,134.462
73.0,1460.0,35.308
52.0,1534.0,164.923
65.0,1534.0,97.615
39.0,1590.0,82.154
41.0,1590.0,43.692
57.0,1534.0,35.462
11.0,1617.0,171.796
71.0,1460.0,60.462
4.0,1460.0,115.538
96.0,1460.0,31.769
87.0,1534.0,13.615
39.0,1460.0,43.077
99.0,1617.0,29.731
97.0,1657.0,114.923
45.0,1590.0,72.692
36.0,1617.0,120.324
31.0,1657.0,16.273
21.0,1460.0,103.923
52.0,1617.0,92.118
76.0,1534.0,19.462
17.0,1590.0,30.692
25.0,1617.0,143.833
75.0,1617.0,59.821
8.0,1460.0,163.692
51.0,1657.0,32.517
46.0,1590.0,31.154
94.0,1617.0,39.43
95.0,1617.0,32.3
26.0,1534.0,133.538
29.0,1657.0,15.847
79.0,1590.0,42.846
97.0,1617.0,37.786
72.0,1657.0,61.199
52.0,1657.0,32.881
61.0,1657.0,45.13
20.0,1534.0,191.846
67.0,1617.0,74.457
45.0,1460.0,32.154
87.0,1590.0,45.538
59.0,1590.0,119.692
37.0,1657.0,16.289
21.0,1590.0,176.231
27.0,1534.0,15.538
99.0,1534.0,178.154
78.0,1590.0,82.615
35.0,1534.0,105.923
31.0,1460.0,11.923
65.0,1657.0,48.893
8.0,1617.0,178.682
85.0,1657.0,84.494
53.0,1590.0,10.692
69.0,1534.0,100.615
23.0,1534.0,128.615
94.0,1657.0,107.319
27.0,1657.0,14.761
57.0,1657.0,32.025
70.0,1617.0,66.207
3.0,1460.0,58.923
17.0,1617.0,160.826
85.0,1460.0,108.385
81.0,1460.0,134.308
1.0,1657.0,16.66
6.0,1534.0,2.923
40.0,1590.0,114.154
20.0,1657.0,9.06
93.0,1534.0,167.769
40.0,1617.0,114.94
43.0,1460.0,144.308
86.0,1617.0,42.902
27.0,1617.0,139.734
22.0,1534.0,172.154
93.0,1460.0,178.462
86.0,1534.0,133.385
0.0,1590.0,185.308
98.0,1590.0,6.923
61.0,1534.0,64.154
40.0,1657.0,14.218
87.0,1460.0,110.154
96.0,1534.0,79.077
34.0,1534.0,175.077
78.0,1460.0,47.077
99.0,1590.0,162.615
22.0,1617.0,153.094
23.0,1460.0,47.462
30.0,1590.0,17.385
85.0,1590.0,16.538
12.0,1617.0,172.93
88.0,1590.0,36.615
84.0,1590.0,188.769
86.0,1657.0,92.546
37.0,1590.0,126.692
88.0,1657.0,89.655
28.0,1534.0,127.154
76.0,1460.0,172.769
58.0,1657.0,37.599
77.0,1617.0,59.411
1.0,1534.0,118.385
17.0,1657.0,7.827
57.0,1460.0,49.154
90.0,1617.0,42.697
47.0,1590.0,97.0
80.0,1617.0,51.107
67.0,1657.0,53.734
1.0,1460.0,10.0
96.0,1617.0,32.485
66.0,1657.0,53.346
85.0,1534.0,38.308
69.0,1617.0,67.408
88.0,1534.0,13.077
69.0,1460.0,188.846
80.0,1534.0,120.231
53.0,1617.0,93.763
6.0,1590.0,41.615
15.0,1534.0,170.692
42.0,1460.0,75.231
58.0,1590.0,20.846
27.0,1460.0,142.154
96.0,1657.0,115.187
90.0,1534.0,4.154
65.0,1617.0,73.865
0.0,1617.0,196.4
50.0,1590.0,96.923
14.0,1617.0,164.944
70.0,1590.0,56.308
24.0,1617.0,147.105
62.0,1534.0,131.231
35.0,1617.0,123.332
46.0,1460.0,139.923
71.0,1617.0,68.72
43.0,1617.0,111.984
48.0,1590.0,86.462
92.0,1617.0,39.133
6.0,1460.0,121.385
37.0,1534.0,150.692
95.0,1534.0,147.308
59.0,1657.0,42.008
66.0,1460.0,176.846
12.0,1657.0,13.07
8.0,1590.0,93.769
91.0,1590.0,110.462
47.0,1657.0,22.91
75.0,1534.0,25.077
46.0,1657.0,21.021
78.0,1617.0,58.528
12.0,1460.0,22.231
70.0,1657.0,58.808
0.0,1460.0,186.846
81.0,1534.0,46.462
62.0,1590.0,192.308
59.0,1534.0,148.385
77.0,1534.0,44.615
72.0,1460.0,128.154
90.0,1657.0,100.603
92.0,1460.0,8.077
19.0,1534.0,110.846
20.0,1590.0,150.385
46.0,1617.0,99.661
69.0,1657.0,55.615
32.0,1590.0,121.692
22.0,1590.0,185.0
0.0,1657.0,12.777
95.0,1657.0,108.185
73.0,1534.0,149.769
73.0,1617.0,60.79
44.0,1460.0,169.692
83.0,1534.0,7.846
9.0,1657.0,9.375
84.0,1617.0,49.944
9.0,1617.0,183.072
48.0,1657.0,19.434
11.0,1534.0,58.385
62.0,1617.0,74.438
5.0,1590.0,60.0
36.0,1590.0,8.923
68.0,1590.0,32.692
18.0,1590.0,97.308
14.0,1534.0,75.538
11.0,1460.0,49.462
33.0,1460.0,165.462
54.0,1590.0,65.692
28.0,1460.0,10.077
54.0,1657.0,30.514
12.0,1534.0,182.077
13.0,1657.0,11.972
64.0,1590.0,20.615
1.0,1590.0,31.846
29.0,1460.0,120.231
1.0,1617.0,200.371
66.0,1590.0,181.385
82.0,1534.0,96.769
82.0,1657.0,84.948
